[13:46:14] [main/INFO] (FabricLoader) Loading for game Minecraft 1.16.4
[13:46:14] [main/DEBUG] (FabricLoader) Requesting deobfuscation of minecraft-1.16.4-mapped-net.fabricmc.yarn-1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (FabricLoader) [Knot] Proposed file:/C:/Users/SirLennox/.gradle/caches/fabric-loom/1.16.4-mapped-net.fabricmc.yarn-1.16.4+build.7-v2/minecraft-1.16.4-mapped-net.fabricmc.yarn-1.16.4+build.7-v2.jar to classpath.
[13:46:14] [main/DEBUG] (FabricLoader|EntrypointTransformer) Found game constructor: net.minecraft.client.main.Main -> net.minecraft.client.MinecraftClient
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-game-rule-api-v1-1.0.3+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-textures-v0-1.0.5+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-containers-v0-0.1.8+045df74f3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-lifecycle-events-v1-1.2.0+74cc3b203a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-models-v0-0.1.1+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-object-builders-v0-0.7.1+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-rendering-data-attachment-v1-0.1.4+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-networking-blockentity-v0-0.2.5+b50ffc7b3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-renderer-api-v1-0.3.3+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-structure-api-v1-1.1.0+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-command-api-v1-1.0.9+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-particles-v1-0.2.2+fb0d9b0e3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-rendering-v1-1.3.1+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-keybindings-v0-0.2.0+3fa9f7c53a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-resource-loader-v0-0.3.1+facf3bbf3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-events-interaction-v0-0.4.1+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-item-groups-v0-0.2.1+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-biome-api-v1-3.0.0+8367596d3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-mining-levels-v0-0.1.2+b764ce993a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-blockrenderlayer-v1-1.1.4+c6a8ea893a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-object-builder-api-v1-1.9.2+a89534ab3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-content-registries-v0-0.1.9+059ea8663a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-item-api-v1-1.2.0+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-loot-tables-v1-1.0.1+432ea1883a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-networking-v0-0.1.10+e00ecb5f3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-renderer-indigo-0.4.3+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-tool-attribute-api-v1-1.2.4+2b4623793a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-rendering-fluids-v1-0.1.12+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-renderer-registries-v1-2.2.0+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-api-0.25.1+build.416-1.16@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-key-binding-api-v1-1.0.1+730711c63a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/build/libs/herobrinia-1.0.0-dev.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-rendering-v0-1.1.1+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-tag-extensions-v0-1.0.3+ac8e8c593a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-loader-0.10.8@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-events-lifecycle-v0-0.2.0+16acbe5b3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-screen-handler-api-v1-1.1.0+872498413a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [main/DEBUG] (Fabric|Loader) [ClasspathModCandidateFinder] Processing /C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-registry-sync-v0-0.6.1+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-renderer-indigo-0.4.3+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-renderer-indigo@0.4.3+a4467d2a3a}
[13:46:14] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-renderer-indigo@0.4.3+a4467d2a3a}
[13:46:14] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-renderer-indigo-0.4.3+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-api-base-0.2.0+9f0fb4b83a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-api-base-0.2.0+9f0fb4b83a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-api-base@0.2.0+9f0fb4b83a}
[13:46:14] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-api-base@0.2.0+9f0fb4b83a}
[13:46:14] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-api-base-0.2.0+9f0fb4b83a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:14] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-commands-v0-0.2.0+52d308363a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-commands-v0-0.2.0+52d308363a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-commands-v0@0.2.0+52d308363a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-commands-v0@0.2.0+52d308363a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-commands-v0-0.2.0+52d308363a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-crash-report-info-v1-0.1.2+b7f9825d3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-crash-report-info-v1-0.1.2+b7f9825d3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-crash-report-info-v1@0.1.2+b7f9825d3a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-crash-report-info-v1@0.1.2+b7f9825d3a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-crash-report-info-v1-0.1.2+b7f9825d3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-game-rule-api-v1-1.0.3+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-game-rule-api-v1-1.0.3+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-game-rule-api-v1@1.0.3+a4467d2a3a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-game-rule-api-v1@1.0.3+a4467d2a3a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-game-rule-api-v1-1.0.3+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-textures-v0-1.0.5+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-textures-v0-1.0.5+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-textures-v0@1.0.5+a4467d2a3a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-textures-v0@1.0.5+a4467d2a3a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-textures-v0-1.0.5+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-containers-v0-0.1.8+045df74f3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-containers-v0-0.1.8+045df74f3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-containers-v0@0.1.8+045df74f3a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-containers-v0@0.1.8+045df74f3a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-containers-v0-0.1.8+045df74f3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-lifecycle-events-v1-1.2.0+74cc3b203a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-lifecycle-events-v1-1.2.0+74cc3b203a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-lifecycle-events-v1@1.2.0+74cc3b203a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-lifecycle-events-v1@1.2.0+74cc3b203a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-lifecycle-events-v1-1.2.0+74cc3b203a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-models-v0-0.1.1+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-models-v0-0.1.1+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-models-v0@0.1.1+f8ac1db23a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-models-v0@0.1.1+f8ac1db23a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-models-v0-0.1.1+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-object-builders-v0-0.7.1+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-object-builders-v0-0.7.1+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-object-builders-v0@0.7.1+a4467d2a3a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-object-builders-v0@0.7.1+a4467d2a3a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-object-builders-v0-0.7.1+a4467d2a3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-rendering-data-attachment-v1-0.1.4+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-rendering-data-attachment-v1-0.1.4+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-rendering-data-attachment-v1@0.1.4+f8ac1db23a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-rendering-data-attachment-v1@0.1.4+f8ac1db23a}
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-rendering-data-attachment-v1-0.1.4+f8ac1db23a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Testing file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-networking-blockentity-v0-0.2.5+b50ffc7b3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar
[13:46:15] [ForkJoinPool-1-worker-1/DEBUG] (Fabric|Loader) Adding file:/C:/Users/SirLennox/Desktop/projects/java/Herobrinia/.gradle/loom-cache/remapped_mods/fabric-networking-blockentity-v0-0.2.5+b50ffc7b3a@net.fabricmc.yarn.1_16_4.1.16.4+build.7-v2.jar as ModCandidate{fabric-networking-blockentity-v0@0.2.5+b50ffc7b3a}
